,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,joined_days,Age,Living_With,Children,Family_Size,Is_Parent
795,Postgraduate,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,4324,62,Alone,0,1,0
796,Postgraduate,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,3951,70,Partner,1,3,1
797,Undergraduate,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,4687,59,Alone,1,2,1
798,Graduate,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,4342,51,Partner,0,2,0
799,Graduate,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,4330,56,Partner,1,3,1
800,Postgraduate,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,4331,54,Partner,1,3,1
801,Graduate,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,4318,68,Alone,2,3,1
802,Graduate,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,4325,73,Partner,2,4,1
803,Postgraduate,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,4339,80,Alone,0,1,0
804,Graduate,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,4338,66,Partner,0,2,0
805,Postgraduate,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,4340,48,Partner,2,4,1
806,Postgraduate,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,3956,53,Partner,1,3,1
807,Graduate,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,4323,67,Partner,1,3,1
808,Graduate,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,4322,52,Partner,2,4,1
809,Graduate,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,4338,52,Alone,1,2,1
810,Graduate,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,4328,43,Partner,0,2,0
811,Graduate,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,4324,52,Alone,1,2,1
812,Graduate,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,3948,49,Alone,0,1,0
813,Postgraduate,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,4340,69,Partner,1,3,1
814,Postgraduate,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,4321,38,Partner,0,2,0
815,Postgraduate,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,3967,54,Partner,1,3,1
816,Graduate,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,3967,48,Partner,2,4,1
817,Graduate,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,4686,70,Alone,0,1,0
818,Graduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,3950,52,Partner,1,3,1
819,Undergraduate,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,4343,46,Partner,1,3,1
820,Postgraduate,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,4339,44,Alone,0,1,0
821,Graduate,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,4336,52,Partner,1,3,1
822,Graduate,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,3964,63,Alone,0,1,0
823,Graduate,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,4326,61,Partner,0,2,0
824,Graduate,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,4322,65,Partner,1,3,1
825,Undergraduate,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,4328,65,Alone,1,2,1
826,Graduate,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,4337,70,Partner,3,5,1
827,Graduate,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,4332,62,Alone,3,4,1
828,Postgraduate,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,4333,66,Alone,1,2,1
829,Graduate,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,3978,40,Partner,1,3,1
830,Postgraduate,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,4322,48,Alone,2,3,1
831,Graduate,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,4700,32,Alone,0,1,0
832,Postgraduate,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,4339,57,Partner,2,4,1
833,Undergraduate,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,4342,44,Partner,1,3,1
834,Graduate,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,4330,57,Partner,2,4,1
835,Graduate,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,4315,68,Partner,1,3,1
836,Postgraduate,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,4319,52,Alone,1,2,1
837,Graduate,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,4687,44,Alone,0,1,0
838,Undergraduate,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,4342,44,Alone,1,2,1
839,Graduate,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,3958,47,Alone,1,2,1
840,Graduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,4339,74,Partner,2,4,1
841,Graduate,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,4681,50,Partner,1,3,1
842,Graduate,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,3967,36,Alone,1,2,1
843,Graduate,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,4700,43,Partner,1,3,1
844,Undergraduate,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,4317,64,Partner,0,2,0
845,Graduate,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,3966,54,Partner,0,2,0
846,Undergraduate,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,4681,33,Alone,0,1,0
847,Postgraduate,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,4686,68,Alone,1,2,1
848,Graduate,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,4321,61,Alone,1,2,1
849,Graduate,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,4334,44,Partner,2,4,1
850,Graduate,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,4331,50,Alone,1,2,1
851,Postgraduate,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,3968,70,Partner,1,3,1
852,Undergraduate,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,4704,67,Partner,0,2,0
853,Postgraduate,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,3953,58,Partner,2,4,1
854,Postgraduate,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,3962,50,Partner,1,3,1
855,Graduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,4343,45,Alone,1,2,1
856,Postgraduate,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,3975,51,Partner,1,3,1
857,Graduate,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,4325,39,Partner,2,4,1
858,Graduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,4706,58,Partner,2,4,1
859,Undergraduate,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,4339,35,Partner,0,2,0
860,Graduate,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,3953,55,Partner,1,3,1
861,Postgraduate,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,3964,55,Partner,2,4,1
862,Graduate,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,4335,37,Partner,0,2,0
863,Undergraduate,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,4706,35,Partner,1,3,1
864,Undergraduate,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,4327,49,Alone,1,2,1
865,Postgraduate,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,4333,51,Partner,1,3,1
866,Postgraduate,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,4318,58,Alone,1,2,1
867,Postgraduate,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,4320,38,Alone,2,3,1
868,Graduate,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,4338,46,Partner,1,3,1
869,Graduate,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,4693,45,Partner,1,3,1
870,Postgraduate,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,4316,41,Partner,0,2,0
871,Graduate,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,3973,65,Alone,1,2,1
872,Graduate,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,3968,48,Partner,1,3,1
873,Undergraduate,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,3975,43,Alone,2,3,1
874,Postgraduate,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,4338,46,Partner,1,3,1
875,Graduate,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,4327,71,Partner,0,2,0
876,Postgraduate,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,4314,53,Alone,2,3,1
877,Graduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,4330,41,Partner,1,3,1
878,Postgraduate,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,3974,68,Alone,0,1,0
879,Undergraduate,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,4327,46,Partner,1,3,1
880,Graduate,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,3969,52,Alone,1,2,1
881,Graduate,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,4694,49,Partner,1,3,1
882,Graduate,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,4321,49,Alone,2,3,1
883,Undergraduate,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,3960,43,Partner,2,4,1
884,Postgraduate,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,4698,52,Alone,0,1,0
885,Postgraduate,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,4342,54,Partner,0,2,0
886,Postgraduate,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,4684,71,Alone,3,4,1
887,Graduate,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,4333,65,Partner,2,4,1
888,Graduate,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,4343,62,Partner,2,4,1
889,Postgraduate,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,4328,46,Alone,0,1,0
890,Graduate,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,4335,51,Partner,1,3,1
891,Postgraduate,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,4702,59,Alone,2,3,1
892,Graduate,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,3965,41,Partner,0,2,0
893,Undergraduate,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,3949,33,Alone,1,2,1
894,Postgraduate,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,4343,81,Alone,0,1,0
895,Postgraduate,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,4698,52,Alone,1,2,1
896,Graduate,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,4337,68,Partner,1,3,1
897,Graduate,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,3956,66,Alone,1,2,1
898,Postgraduate,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,4333,50,Partner,1,3,1
899,Graduate,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,4322,38,Alone,1,2,1
900,Graduate,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,4338,66,Partner,0,2,0
901,Graduate,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,4328,54,Alone,1,2,1
902,Graduate,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,4330,57,Partner,0,2,0
903,Graduate,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,4340,51,Partner,0,2,0
904,Graduate,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,4320,55,Partner,3,5,1
905,Graduate,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,3970,47,Alone,0,1,0
906,Graduate,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,4323,63,Alone,0,1,0
907,Graduate,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,4342,53,Alone,1,2,1
908,Graduate,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,3975,50,Partner,1,3,1
909,Postgraduate,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,3969,38,Partner,0,2,0
910,Postgraduate,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,4315,58,Alone,0,1,0
911,Graduate,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,4337,32,Partner,0,2,0
912,Postgraduate,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,4319,61,Alone,1,2,1
913,Postgraduate,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,4330,52,Partner,1,3,1
914,Graduate,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,4707,30,Alone,0,1,0
915,Graduate,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,4333,70,Partner,0,2,0
916,Postgraduate,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,4318,64,Partner,0,2,0
917,Postgraduate,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,4337,42,Partner,0,2,0
918,Undergraduate,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,4327,70,Alone,1,2,1
919,Postgraduate,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,4326,70,Alone,0,1,0
920,Postgraduate,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,3966,69,Partner,2,4,1
921,Graduate,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,4327,31,Alone,0,1,0
922,Postgraduate,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,4320,55,Alone,1,2,1
923,Postgraduate,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,3975,76,Partner,2,4,1
924,Graduate,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,3961,38,Partner,1,3,1
925,Postgraduate,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,4679,45,Partner,0,2,0
926,Graduate,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,3969,46,Partner,0,2,0
927,Undergraduate,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,4314,42,Alone,0,1,0
928,Graduate,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,3975,31,Alone,0,1,0
929,Postgraduate,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,4327,48,Partner,1,3,1
930,Postgraduate,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,3971,50,Partner,0,2,0
931,Graduate,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,3969,35,Alone,1,2,1
932,Postgraduate,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,4698,73,Alone,1,2,1
933,Undergraduate,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,4688,35,Partner,1,3,1
934,Graduate,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,3957,72,Alone,0,1,0
935,Postgraduate,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,3954,53,Partner,1,3,1
936,Graduate,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,4320,53,Partner,0,2,0
937,Postgraduate,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,4322,54,Partner,1,3,1
938,Graduate,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,4330,53,Alone,1,2,1
939,Postgraduate,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,4335,49,Alone,1,2,1
940,Undergraduate,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,4334,72,Alone,2,3,1
941,Postgraduate,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,4324,62,Partner,1,3,1
942,Graduate,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,4316,41,Alone,0,1,0
943,Graduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,4340,71,Partner,0,2,0
944,Undergraduate,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,4688,38,Alone,0,1,0
945,Postgraduate,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,4709,37,Partner,0,2,0
946,Undergraduate,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,3963,42,Partner,1,3,1
947,Graduate,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,4314,45,Alone,2,3,1
948,Graduate,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,4338,47,Partner,1,3,1
949,Undergraduate,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,4709,49,Alone,1,2,1
950,Postgraduate,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,3969,45,Partner,1,3,1
951,Postgraduate,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,3971,48,Partner,2,4,1
952,Postgraduate,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,4315,51,Alone,2,3,1
953,Postgraduate,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,4333,53,Alone,2,3,1
954,Postgraduate,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,3968,48,Partner,2,4,1
955,Postgraduate,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,4334,48,Partner,2,4,1
956,Graduate,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,4709,59,Partner,1,3,1
957,Graduate,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,4693,72,Alone,1,2,1
958,Graduate,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,3972,51,Partner,2,4,1
959,Postgraduate,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,4317,67,Alone,1,2,1
960,Graduate,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,4689,57,Alone,1,2,1
961,Postgraduate,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,3972,62,Alone,1,2,1
962,Postgraduate,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,4680,55,Partner,1,3,1
963,Postgraduate,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,4330,49,Partner,1,3,1
964,Graduate,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,3954,44,Partner,2,4,1
965,Graduate,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,4332,65,Partner,1,3,1
966,Graduate,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,4325,51,Partner,0,2,0
967,Graduate,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,4698,51,Partner,1,3,1
968,Postgraduate,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,4331,50,Partner,1,3,1
969,Graduate,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,4697,44,Partner,1,3,1
970,Graduate,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,3977,36,Partner,0,2,0
971,Postgraduate,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,4327,56,Partner,3,5,1
972,Undergraduate,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,4698,36,Partner,1,3,1
973,Undergraduate,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,4327,65,Alone,1,2,1
974,Postgraduate,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,4696,53,Partner,0,2,0
975,Graduate,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,3976,62,Partner,0,2,0
976,Postgraduate,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,4709,65,Partner,0,2,0
977,Postgraduate,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,4333,59,Partner,3,5,1
978,Graduate,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,3976,72,Partner,2,4,1
979,Graduate,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,4332,70,Partner,1,3,1
980,Undergraduate,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,4332,64,Alone,2,3,1
981,Graduate,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,3957,59,Alone,0,1,0
982,Postgraduate,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,4337,45,Alone,1,2,1
983,Graduate,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,4330,46,Alone,1,2,1
984,Graduate,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,4329,74,Partner,0,2,0
985,Postgraduate,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,4323,50,Partner,1,3,1
986,Postgraduate,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,4319,46,Partner,0,2,0
987,Graduate,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,4319,55,Partner,0,2,0
988,Undergraduate,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,4332,48,Alone,0,1,0
989,Postgraduate,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,3950,68,Alone,2,3,1
990,Graduate,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,3958,70,Alone,0,1,0
991,Undergraduate,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,4681,52,Partner,1,3,1
992,Postgraduate,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,4679,43,Partner,1,3,1
993,Graduate,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,3961,35,Alone,1,2,1
994,Graduate,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,3957,70,Alone,2,3,1
995,Graduate,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,3953,29,Alone,0,1,0
996,Graduate,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,4335,46,Partner,0,2,0
997,Graduate,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,3954,67,Partner,2,4,1
998,Graduate,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,4331,51,Partner,1,3,1
999,Graduate,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,4341,68,Alone,1,2,1
1000,Postgraduate,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,4700,68,Alone,1,2,1
1001,Postgraduate,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,4335,37,Alone,0,1,0
1002,Undergraduate,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,4317,43,Partner,2,4,1
1003,Graduate,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,4331,37,Partner,1,3,1
1004,Postgraduate,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,4327,70,Partner,1,3,1
1005,Graduate,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,4342,70,Alone,1,2,1
1006,Postgraduate,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,4705,71,Partner,1,3,1
1007,Graduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,4332,72,Partner,0,2,0
1008,Graduate,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,3953,56,Partner,2,4,1
1009,Postgraduate,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,4334,61,Alone,2,3,1
1010,Graduate,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,4685,45,Partner,1,3,1
1011,Postgraduate,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,3968,48,Partner,1,3,1
1012,Graduate,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,4337,46,Alone,1,2,1
1013,Postgraduate,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,4700,56,Partner,1,3,1
1014,Postgraduate,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,3961,53,Partner,2,4,1
1015,Postgraduate,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,3960,73,Partner,0,2,0
1016,Undergraduate,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,3972,59,Partner,0,2,0
1017,Graduate,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,4316,55,Partner,0,2,0
1018,Graduate,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,4341,51,Partner,1,3,1
1019,Graduate,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,4324,48,Alone,0,1,0
1020,Graduate,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,3960,51,Partner,1,3,1
1021,Postgraduate,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,4337,50,Partner,1,3,1
1022,Postgraduate,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,4340,71,Partner,3,5,1
1023,Postgraduate,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,3955,58,Partner,1,3,1
1024,Graduate,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,4707,46,Partner,1,3,1
1025,Postgraduate,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,4336,57,Partner,1,3,1
1026,Graduate,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,4323,46,Alone,1,2,1
1027,Undergraduate,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,4315,37,Alone,1,2,1
1028,Postgraduate,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,4343,66,Alone,1,2,1
1029,Undergraduate,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,4706,60,Partner,1,3,1
1030,Graduate,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,4315,53,Partner,0,2,0
1031,Graduate,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,4327,53,Alone,0,1,0
1032,Graduate,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,3954,55,Partner,0,2,0
1033,Undergraduate,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,4322,47,Partner,1,3,1
1034,Graduate,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,3967,51,Partner,0,2,0
1035,Graduate,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,4681,44,Alone,0,1,0
1036,Postgraduate,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,3953,66,Partner,2,4,1
1037,Postgraduate,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,4326,52,Alone,2,3,1
1038,Postgraduate,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,3949,53,Partner,1,3,1
1039,Graduate,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,4315,71,Partner,1,3,1
1040,Graduate,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,3956,65,Partner,1,3,1
1041,Graduate,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,4707,70,Partner,2,4,1
1042,Graduate,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,4692,33,Alone,0,1,0
1043,Graduate,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,3956,62,Partner,0,2,0
1044,Graduate,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,4314,38,Partner,1,3,1
1045,Postgraduate,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,4697,59,Alone,1,2,1
1046,Postgraduate,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,4319,58,Partner,1,3,1
1047,Postgraduate,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,4331,64,Partner,1,3,1
1048,Graduate,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,4697,40,Partner,1,3,1
1049,Graduate,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,4339,58,Partner,1,3,1
1050,Undergraduate,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,3972,59,Partner,0,2,0
1051,Postgraduate,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,3974,58,Partner,2,4,1
1052,Postgraduate,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,4328,75,Partner,0,2,0
1053,Undergraduate,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,4330,54,Alone,2,3,1
1054,Postgraduate,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,4339,41,Partner,1,3,1
1055,Graduate,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,4705,39,Alone,0,1,0
1056,Graduate,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,4681,50,Partner,1,3,1
1057,Postgraduate,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,4335,73,Partner,0,2,0
1058,Graduate,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,4683,72,Alone,0,1,0
1059,Graduate,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,4313,37,Partner,0,2,0
